Salary,School_exam_results
-42.076223204464924,-6.04950929214036
-6.063033062559417,-0.2544416935533105
2.9415650995895284,-3.1128086689420087
-25.44381683070263,8.005515664586422
38.99359003196215,2.0514022441991218
48.597211842517275,2.5037841048133083
-70.19394163159446,-4.390560493437323
-5.829413949513244,-4.754954209295107
20.023039653205014,1.2851406874597495
-16.91109534444009,-2.3099266989443628
9.940639360316311,-0.6308084427012608
17.286138761054367,3.624438356286743
37.22688591502723,0.7831993982069055
2.1247897837299785,-7.554535519008388
4.0779300226954245,-1.5047128843315185
2.1261135787404637,2.416386097895951
69.56178912931273,-4.762163195794212
28.608037175498197,-5.405020527141117
43.95455263940043,6.161735731042672
25.069957963816428,1.154415024632915
28.07929610707772,5.158338469205607
25.608789441462797,-1.114464387362084
-21.721643939239414,-6.5911288265279495
33.24760113435909,0.4458519070441568
21.298386188746335,4.334978888978866
-14.646371144772395,-6.036578700005346
58.09699285695496,-0.15309706157315606
18.21922376927515,6.267286777594878
11.967772173851404,-1.441966843364849
-7.9124473964713955,-3.2324392888087288
38.63118103301217,0.5291542079670893
-57.33620471579774,-0.7974586450807242
3.3359526510979776,7.460997760694682
17.667121270839658,2.020907312144327
3.078041049741638,2.892132180715722
8.059913195992506,-1.3139841041458173
-2.4298747425107874,-1.270193369472488
4.13874822449356,-0.00036336551722160326
11.98952536028166,3.810576531840865
23.557838053000566,2.545642798285708
-29.946369281076848,-4.795223259501898
-11.536514647409733,3.469109252360286
-2.307375419256923,7.681389609132311
16.501140520159723,6.4930792696297805
31.85537151963856,2.7281415826133015
9.18984971564502,-2.149157513878063
41.01137739670081,8.600257860029812
-4.6709301417349085,-4.5739123345209665
28.689285261467134,3.324919052035484
1.2938469983185428,0.7433307540842296
-24.242624901601467,-8.617476433670289
-7.035366411694133,0.2552660502864488
91.38521817275864,7.513955400859266
2.0923921868699833,-0.5993374846976853
1.013850899497471,1.9952682767328003
8.40582397412594,-3.324800479595095
-17.80534606094301,-0.15655159259110984
25.361011349369555,-4.84008200088763
64.51827670628407,2.1868644108060264
10.906650943972872,2.543788250709857
-49.85751777309637,-5.257053845827101
1.1232348095558853,-0.4945799995664376
0.4817160842176418,4.035611505524125
