income,foodexp
420.15765084392797,255.839424594576
541.411706721205,310.958667059145
901.1574566516632,485.6800141710849
639.08022868883,402.997355544163
750.875605828476,495.56077493377603
945.7989310482001,633.797815132393
829.397886847186,630.756567705217
979.164835837914,700.4409042660318
1309.8789403783098,830.95862150535
1492.3987443742599,815.3602172904608
502.8389802180671,338.001387329587
616.71684724229,412.361338428638
790.922511291545,520.000617981121
555.878641643074,452.401472907332
713.4411836841499,512.720057836885
838.756132722629,658.839530303595
535.076645900387,392.599496749012
596.440805359932,443.55863379959504
924.5618965822121,640.11637771341
487.7583018179551,333.839386975747
692.639734238467,466.95831852884805
997.8769778241748,543.396904263231
506.9994911795249,317.719843756484
654.158711401758,424.320896352573
933.919270183382,518.961656053407
433.681329252018,338.001387329587
587.596213341684,419.64117463137495
896.474635643808,476.320048933563
454.478223782524,386.36016331012
584.998919370362,423.27834980555394
800.7990166173938,503.35717119023
502.436869899465,354.638868545299
713.5196665308321,497.31816882899
906.000628725279,588.519463958722
880.5969237863251,654.597144597117
796.8289193685471,550.7274275979651
854.8790526144202,528.3769767143029
1167.37159427026,640.481348055373
523.800035579844,401.32035554663696
670.779185433114,435.99902190091797
377.05836885009904,276.560609645838
851.543001748297,588.348818059025
1121.09369365137,664.19780220393
625.517933400268,444.860166410776
805.537696174017,462.899514863823
558.581201465033,377.779238546012
884.400487319312,553.15043561635
1257.49886576834,810.896154761447
2051.17894099901,1067.95405614074
1466.33299214604,1049.87879168732
730.098896774438,522.701209676143
800.7990166173938,572.080662617684
1245.69638760971,907.396944580766
1201.00021368196,811.57759369573
634.400209148622,427.797520201042
956.231463138833,649.998464123521
1148.60104702955,860.6001545599022
1768.8236498220301,1143.42108582835
2822.53303466609,2032.67919020832
922.354832141967,590.618327009967
2293.19197144236,1570.39113831708
627.472597042135,483.480024661708
889.9808983786819,600.480399087121
1162.1999539292199,696.2021057454808
1197.07935707754,774.796179057776
530.797185462728,390.59843039948197
1142.15259256708,612.56190089616
1088.0038869784598,708.7621515931779
484.6611563165029,296.919185772441
1536.02010067662,1071.46269646941
678.897392141278,496.5975800373149
671.880165854403,503.39744137471
690.468256477202,357.64111087908896
860.6948257837248,430.337592716917
873.3094845962912,624.699041398883
894.4598352140871,582.54125094185
1148.64699199033,580.221542246938
926.876192988813,543.8807427842299
839.041358293354,588.637179622688
829.49742056551,627.99989545798
1264.00432957802,712.1011742623572
1937.9771463652694,968.394940061335
698.831741432851,482.58158762130404
920.419919363967,593.169385581544
1897.57113999412,1033.56575426925
891.682386298282,693.6794734492821
889.6783563083002,693.6794734492821
1221.48181114807,761.279065822776
544.599139402161,361.3980563388791
1031.4491147697502,628.452218199356
1462.94967217323,771.44856441849
830.4352824429152,757.118666447887
975.04146665886,821.59699408795
1337.99833996025,1022.3201704203
867.64270523161,679.440727360101
725.7459337032768,538.749115686801
989.005606041026,679.998097246959
1525.00047421177,977.003270959677
672.196023753147,561.2014881762481
923.397682201603,728.3997466235892
472.3215482806981,372.318622584609
590.760092419618,361.52095256920995
940.921768902254,517.919590751206
643.357141462033,459.81765098987603
2551.66151377579,863.919851470995
1795.3225888279196,831.4407173000882
1165.77339020587,534.761043791083
815.6211743108902,392.05024202158404
1264.20658645087,934.975195444102
1095.40561684263,813.3080963013181
447.44785241121696,263.709996170628
1178.9741795491802,769.083849021127
975.8022956876019,630.586286420944
1017.85220007186,645.987400679307
423.87983201357696,319.558386349475
558.776739102636,348.45183010444197
943.248718270872,614.506803163417
1348.30024452767,662.009562038758
2340.61735387973,1504.37077491258
587.179168098792,406.2180157162831
1540.97405699008,692.1688993212
1115.84807481956,588.137050604953
1044.68428590432,511.260885979623
1389.79286912095,700.559989341702
2497.78595383858,1301.14509754583
1585.3809429675302,879.0660174137289
1862.0438360234805,912.8850782501539
2008.8546243469,1509.7811718461999
697.3099475944922,484.060548936204
571.251746766114,399.670317095029
598.3464894791649,444.100105563446
461.0977225346669,248.81011122223597
977.110747230569,527.801359578015
883.9849167570039,500.631349055309
718.3593993431531,436.810734740578
543.897059451262,374.799044124691
1587.3480346816198,726.392135101241
4957.81302447901,1827.1999644395999
969.68376220836,523.49108470832
419.998021268147,334.99982183865
561.998960360707,473.200883889103
689.598814337616,581.202945705675
1398.5202607169,929.75396743285
820.8168475718352,591.197416678028
875.171616264683,637.548275219478
1392.44991016741,674.950935444337
1256.31737222348,776.758895179758
1362.8590298881402,959.516968477919
1999.2552196247198,1250.96433391432
1209.4729921059698,737.8200793802789
1125.0356465964,810.677242354166
1827.40096749065,983.000864895715
1014.1539529567101,708.896829195949
880.394409783857,633.1200141583911
2432.39099224122,1424.80465628899
1177.8546859222802,830.95862150535
1222.5938655042,925.579474233555
1519.5811246892804,1162.00239672989
687.663761691575,383.457962724518
953.1192242746499,621.1173292017638
953.1192242746499,621.1173292017638
953.1192242746499,621.1173292017638
939.04180595405,548.600231233027
1283.40245730726,745.2352944561052
1511.57888086542,837.80049554801
1342.58212809281,795.3402416368201
511.79799184113295,418.597567936084
689.798826994207,508.797449887606
1532.30742618103,883.278011623353
1056.08082482784,742.527569034242
387.319525632704,242.32020192074
387.319525632704,242.32020192074
410.9986788441709,266.00098186588
832.7554319845178,614.75880260907
614.998605300573,385.31839788537803
887.465812960725,515.619969025557
1024.81767735549,708.478703425954
1006.4353394042199,734.2356308102969
725.9999892371982,433.000983776039
494.417350707113,327.418772037758
748.641327251627,429.0399336383849
987.6417196027803,619.640827692018
788.0960710478902,400.798978053224
831.7983136862401,620.800640126449
1139.49447493599,819.996440995918
507.5168944913591,360.878017655466
576.197221195524,395.76080461277496
696.59905406528,442.000052121661
650.8179783738718,404.03843113149003
949.580207412905,670.799309110531
497.119281341608,297.5701513364
570.167398903935,353.488163131684
724.730600295316,383.93758487932
